blast_name,year,firing_datetime,holes_count,bench_anon,powder_factor_kg_t,ucs_mpa,rmr,moisture_pct,mean_payload_t,throughput_tph,traceability_confidence,crusher_id,average_power_kw,specific_energy_kwh_t,peak_power_kw,data_status
BLST_2024_0024,2024,2024-01-08 20:28:30.757717493,56,4005,0.5801158348652031,123.75784106198336,51.21999761777702,2.0672557703335976,362.668430820547,2834.5436336783855,HIGH,CR02,3071.935619335383,1.0837496318054325,3309.8460778097847,SYNTHETIC
BLST_2024_0025,2024,2024-01-09 04:40:11.225444340,103,4005,0.42003469359446344,129.12064646467,46.939344909024996,1.906900102875545,325.66792569421193,2239.8818360316145,HIGH,CR02,2396.2117910901948,1.069793840257015,2900.5274076356827,SYNTHETIC
BLST_2024_0026,2024,2024-01-09 12:51:51.693171188,57,3615,0.34976242542337826,244.08802291061403,61.04760451426727,0.9650182968502463,315.18994021944366,2393.1682465339695,HIGH,CR02,2586.167851510355,1.0806460662579436,3363.713612601393,SYNTHETIC
BLST_2024_0027,2024,2024-01-09 21:03:32.160898035,90,3765,0.4536805499096955,185.49613118074603,45.89604465675266,2.0010261304027854,353.4601427930445,2780.5728071123026,HIGH,CR01,2964.3990505437837,1.0661109261233082,3459.723600677431,SYNTHETIC
BLST_2024_0028,2024,2024-01-10 05:15:12.628624883,236,3840,0.5580856204950871,147.57191386994256,59.18040030693062,3.9257498990606816,344.113045529455,2323.395223593121,MEDIUM,CR02,2690.0542824446734,1.1578117468471487,3104.182689189071,SYNTHETIC
BLST_2024_0029,2024,2024-01-10 13:26:53.096351730,62,4020,0.36335838613405613,196.14258432855087,74.79192405356275,5.333985088063788,350.27796418665025,2881.9652603257923,HIGH,CR02,2873.93916940481,0.997215063265518,3135.083330117761,SYNTHETIC
BLST_2024_0030,2024,2024-01-10 21:38:33.564078578,203,4035,0.4734298360376898,158.61172619140024,47.67743395791491,1.8804099849867906,353.0184305361299,2227.2906229898767,MEDIUM,CR01,2642.141974050446,1.1862582937217596,3194.626823235928,SYNTHETIC
BLST_2024_0031,2024,2024-01-11 05:50:14.031805425,229,3705,0.3456055928531358,100.94988749747228,78.57678280805334,2.091824264080036,349.21802157566896,2097.4242418757235,HIGH,CR02,2219.469340115798,1.058188084128812,2782.687524105077,SYNTHETIC
BLST_2024_0032,2024,2024-01-11 14:01:54.499532273,89,4095,0.2917832983873082,194.58893207779127,64.39985985519448,2.4553776552216062,335.1075328712287,1964.6575565662079,MEDIUM,CR01,2217.9079816780004,1.128903087596812,2605.8839791911537,SYNTHETIC
BLST_2024_0033,2024,2024-01-11 22:13:34.967259120,125,3870,0.4831995493456935,54.98677171487934,71.43922018320569,1.7810593133522754,354.93366299221486,2833.560757155857,MEDIUM,CR02,2239.784744167918,0.7904488155094536,2537.4818029989688,SYNTHETIC
BLST_2024_0034,2024,2024-01-12 06:25:15.434985968,132,3870,0.42857250574455347,175.05965064978437,68.26176522370616,3.930142083715615,313.0732597775904,2468.1084478296893,HIGH,CR02,2528.7580683290935,1.0245733207358598,3079.7149846559623,SYNTHETIC
BLST_2024_0035,2024,2024-01-12 14:36:55.902712815,56,3810,0.6386189158556081,160.32841300442539,20.0,1.6662939647458361,339.06924413943244,2931.525184852268,HIGH,CR01,3024.630412834711,1.0317599959446144,3769.5860835813983,SYNTHETIC
BLST_2024_0036,2024,2024-01-12 22:48:36.370439663,120,3690,0.5471006335959188,170.2463884040097,67.067348054973,5.9329165382673175,318.3932136430893,2742.5948372091107,HIGH,CR01,3140.553914416008,1.1451031234390654,3625.467062043552,SYNTHETIC
BLST_2024_0037,2024,2024-01-13 07:00:16.838166510,158,4140,0.3992599423599575,193.96518078115062,90.0,2.2999979165017863,343.87761903080093,3039.2766669790135,MEDIUM,CR01,2761.13354033916,0.9084837752147379,3186.121779788325,SYNTHETIC
BLST_2024_0038,2024,2024-01-13 15:11:57.305893358,127,3900,0.47614204127299686,236.2860097082226,58.173885565306215,4.749234866220963,366.52814619786517,2342.8468248875174,HIGH,CR01,2846.3833757052216,1.2149250840766679,3443.461367482983,SYNTHETIC
BLST_2024_0039,2024,2024-01-13 23:23:37.773620205,115,3615,0.4229603057904558,142.89201075865262,63.2647701460208,5.881263495437219,358.38929785706495,2703.8598321330182,HIGH,CR01,2885.952310847429,1.0673453840137719,3030.2499263898007,SYNTHETIC
BLST_2024_0040,2024,2024-01-14 07:35:18.241347053,47,3705,0.35978888618189486,216.7373636995317,60.203160325512385,4.399608823846387,318.9498505339989,1617.820811378318,HIGH,CR01,2147.219371551612,1.327229416539813,2544.6260389514873,SYNTHETIC
BLST_2024_0041,2024,2024-01-14 15:46:58.709073900,168,4275,0.5979462143852193,190.05007298950042,71.64348187622315,4.212724269864027,346.1985665419851,3712.323074653549,HIGH,CR01,3836.4454885528394,1.0334352402534022,4303.770495454191,SYNTHETIC
BLST_2024_0042,2024,2024-01-14 23:58:39.176800748,243,3780,0.5121601313120971,218.08522857741147,67.74294120028533,3.981848744772751,349.25501494895747,2259.4567079390285,MEDIUM,CR02,2348.9578405746656,1.039611793543624,2792.9223067488806,SYNTHETIC
BLST_2024_0043,2024,2024-01-15 08:10:19.644527595,786,4275,0.3501976406706122,205.78911187386586,78.42736560907078,5.083998181998736,342.9546993010046,2686.0759076343006,HIGH,CR01,3623.202067164425,1.3488829771588535,4518.726565933853,SYNTHETIC
BLST_2024_0044,2024,2024-01-15 16:22:00.112254443,86,3960,0.43852220509980777,188.13413110209606,43.69140356495332,2.913876378823637,381.85824178245616,2179.056154914848,MEDIUM,CR02,2515.943349244313,1.1546023463276145,2863.2911891706935,SYNTHETIC
BLST_2024_0045,2024,2024-01-16 00:33:40.579981290,38,3885,0.2967135121647293,151.3584025646308,54.44184805436901,4.148408698141645,339.6597155009128,2567.905030263854,LOW,CR02,2219.6764652678594,0.8643919611932791,2708.256822685437,SYNTHETIC
BLST_2024_0046,2024,2024-01-16 08:45:21.047708138,42,3900,0.4808799276848166,72.64448486427963,67.1776067070846,1.2081345422963747,332.2507235051568,2531.1020127899374,HIGH,CR02,2359.016859613494,0.932011767085294,2692.4580069180984,SYNTHETIC
BLST_2024_0047,2024,2024-01-16 16:57:01.515434986,210,3990,0.3802442793403692,136.265086104729,70.74248133173369,3.5374077987721755,332.6812023233543,2797.255376850363,HIGH,CR01,2916.9968009348117,1.0428067544620379,3062.8466409815524,SYNTHETIC
BLST_2024_0048,2024,2024-01-17 01:08:41.983161833,84,4065,0.56099696431057,221.17845887116772,35.863878045386976,1.4703790403191357,377.13526314927924,2171.56570771292,HIGH,CR02,2576.2207236292506,1.1863425152087665,2705.031759810713,SYNTHETIC
BLST_2024_0049,2024,2024-01-17 09:20:22.450888681,310,4260,0.46009367917351546,143.2091971642701,78.14857735967864,2.6771238941999127,372.67578545128026,1768.2986525076665,LOW,CR01,2322.857558716177,1.3136115640998072,2994.9144038827585,SYNTHETIC
BLST_2024_0050,2024,2024-01-17 17:32:02.918615528,186,3660,0.3541988399298771,112.23074764082716,59.332140772341035,2.908857143119671,330.33796144683447,2981.584049632605,HIGH,CR01,2987.3114297180346,1.0019209185419862,3537.594477494723,SYNTHETIC
BLST_2024_0051,2024,2024-01-18 01:43:43.386342376,125,4185,0.710362629875041,114.19201153345568,67.616002609368,4.183211716471696,342.47791618880836,2789.8931078422397,LOW,CR02,2987.870366889236,1.0709623098069574,3429.7607699726545,SYNTHETIC
BLST_2024_0052,2024,2024-01-18 09:55:23.854069223,213,3630,0.5495938684822258,120.24146188914422,52.663058155804805,3.3075113208421216,337.9080276764092,2777.274952051577,HIGH,CR01,2797.9185621149145,1.0074330451322753,3081.0957232602973,SYNTHETIC
BLST_2024_0053,2024,2024-01-18 18:07:04.321796071,66,4275,0.40594921391520067,105.06703354890058,48.86418552232435,2.2710969380215404,376.45008663046247,2485.0634813796382,HIGH,CR01,2503.189677499047,1.0072940575784992,2888.696008608021,SYNTHETIC
BLST_2024_0054,2024,2024-01-19 02:18:44.789522918,149,4230,0.4711713784170597,116.88006474377478,58.47424982298501,0.7620565176043681,365.24298483917374,2795.3510108079618,LOW,CR01,2650.2800365604144,0.9481027700325848,3161.907122650467,SYNTHETIC
BLST_2024_0055,2024,2024-01-19 10:30:25.257249766,299,3900,0.53479587434637,150.78749796737685,56.51381181593828,3.328526036011366,377.5547247254949,2534.9536064002987,HIGH,CR01,2897.476266043369,1.1430095835788734,3560.763532037636,SYNTHETIC
BLST_2024_0056,2024,2024-01-19 18:42:05.724976613,118,3720,0.4377916112028608,122.9963559992664,72.17857916914572,5.852769052871888,306.1491301838518,2871.701290145018,HIGH,CR01,3026.714490953481,1.0539795699993,3616.726523091413,SYNTHETIC
BLST_2024_0057,2024,2024-01-20 02:53:46.192703461,145,3915,0.6021700452736959,175.34704444843373,73.83042743686477,4.303308411976383,357.17592167812506,2973.6407095010322,HIGH,CR02,2990.6493367951125,1.0057197990462454,3835.2268281311744,SYNTHETIC
BLST_2024_0058,2024,2024-01-20 11:05:26.660430308,153,4050,0.5935994017767714,160.1970806052784,50.375296538040466,3.213179471098882,361.1048014855885,2888.049837662199,HIGH,CR02,3158.985816295799,1.0938127781246723,3687.0803879798887,SYNTHETIC
BLST_2024_0059,2024,2024-01-20 19:17:07.128157156,286,4035,0.41285822639179315,234.50805318774684,66.8711026275663,3.1159845694246395,371.6470385958347,1793.7989494716442,HIGH,CR01,2587.5694355851297,1.4425080560713268,3091.3198223003237,SYNTHETIC
BLST_2024_0060,2024,2024-01-21 03:28:47.595884003,132,4215,0.5114440122892475,198.91688504878917,46.750543182676154,1.253689847803749,362.62476656134294,2476.513424580045,HIGH,CR02,2652.9229911023476,1.0712330346249657,3255.796987794359,SYNTHETIC
BLST_2024_0061,2024,2024-01-21 11:40:28.063610851,164,3810,0.2765023917954567,134.54123044576252,53.9454129406798,5.624767638530999,359.995762085916,2530.865586763093,MEDIUM,CR01,2675.453236945184,1.0571297231027645,2822.3310772668483,SYNTHETIC
BLST_2024_0062,2024,2024-01-21 19:52:08.531337698,50,4140,0.5990124342296572,66.83333361242775,68.91438518006528,4.922007413586722,357.1791288130294,2390.3840138792775,LOW,CR02,2733.461172756386,1.1435238676652375,3411.398146010276,SYNTHETIC
BLST_2024_0063,2024,2024-01-22 04:03:48.999064546,75,4080,0.4969360659620774,163.45648383502672,63.713709875788574,1.028459637299325,395.4598365195878,2154.554207063484,HIGH,CR01,2481.1108717578245,1.151565768744067,2916.8110618953438,SYNTHETIC
BLST_2024_0064,2024,2024-01-22 12:15:29.466791393,81,3960,0.35088936844126495,114.52144213615568,74.46195924320176,4.846810811439822,369.35997609107727,2207.3528078465383,HIGH,CR02,2353.1082112714143,1.066031765699962,2917.056544385763,SYNTHETIC
BLST_2024_0065,2024,2024-01-22 20:27:09.934518241,201,4230,0.36667374084627535,214.2268038026813,62.02236691687902,3.949021126963439,393.1731802140967,2584.7416447825394,MEDIUM,CR01,2720.2451924019992,1.052424406862087,3075.612253650739,SYNTHETIC
BLST_2024_0066,2024,2024-01-23 04:38:50.402245088,169,4245,0.5911316985876712,74.62125113718511,71.49776907678965,2.547460634776732,348.243286427926,2670.494269682894,HIGH,CR01,2630.9506158566087,0.9851923839435983,2947.79387147948,SYNTHETIC
BLST_2024_0067,2024,2024-01-23 12:50:30.869971936,144,3675,0.5323720927043792,189.74125758409133,40.69859571602462,1.1983584801330842,337.9404337486599,2467.470663432795,HIGH,CR01,2717.151126607396,1.101188827439691,3205.0046400827246,SYNTHETIC
BLST_2024_0068,2024,2024-01-23 21:02:11.337698783,50,3930,0.6037357551897802,224.60979704976484,49.10077168566259,2.3802898380977906,354.22920304727836,2226.083330181452,HIGH,CR02,2705.4922022151563,1.2153598050593313,3430.4888163356736,SYNTHETIC
BLST_2024_0069,2024,2024-01-24 05:13:51.805425631,43,3975,0.4444314947350006,153.21777997667746,59.17203875967845,2.0165118673800833,350.10645720903403,2206.9468647064923,MEDIUM,CR02,2445.649823750686,1.1081598124819103,3063.043120486697,SYNTHETIC
BLST_2024_0070,2024,2024-01-24 13:25:32.273152478,185,3615,0.44120935126307853,182.9002766863367,50.392550163948854,3.9063681820848832,330.61202844522757,2460.139679578459,HIGH,CR02,2687.2394008099022,1.0923117183615998,3435.4239420998865,SYNTHETIC
BLST_2024_0071,2024,2024-01-24 21:37:12.740879326,444,3885,0.26021855001002236,167.23061844752272,89.10479739923714,1.9311359064040652,375.73180262574465,2334.272770499738,HIGH,CR01,2748.9306398306,1.177638995138554,3287.967808101923,SYNTHETIC
BLST_2024_0072,2024,2024-01-25 05:48:53.208606174,73,3990,0.4152617166401468,173.89224371537443,44.891984478434594,2.3598991644249336,321.42369131547446,2474.425163089011,HIGH,CR02,2542.415870014267,1.0274773745189278,2958.6536124741287,SYNTHETIC
BLST_2024_0073,2024,2024-01-25 14:00:33.676333021,199,4290,0.40356196078045514,127.45877457784282,66.98381335626941,4.923173749762131,359.70396462955415,2541.641298219234,HIGH,CR01,2957.5184769234197,1.1636254411649527,3580.1340025860018,SYNTHETIC
BLST_2024_0074,2024,2024-01-25 22:12:14.144059869,30,3660,0.3809884458848054,206.7802772189784,55.11924979002467,4.394761767341399,320.28921680955455,2740.678165207723,HIGH,CR01,2932.746659190325,1.070080645155957,3687.0799986452944,SYNTHETIC
BLST_2024_0075,2024,2024-01-26 06:23:54.611786716,25,4125,0.4134283214353791,101.26113457161628,44.58358081289949,3.124016168346848,377.98272763392174,1747.8995795865621,HIGH,CR02,1914.2318779443283,1.095161243986974,2303.957594441985,SYNTHETIC
BLST_2024_0076,2024,2024-01-26 14:35:35.079513564,99,4245,0.47108646020880873,108.29414131691355,68.859900920729,4.623371002542598,346.47573882076045,2910.0283484937772,LOW,CR02,2880.8537756840715,0.989974471271111,3379.814077747262,SYNTHETIC
BLST_2024_0077,2024,2024-01-26 22:47:15.547240411,150,3660,0.4358597329174622,184.67436554170877,57.02800401965854,1.8317517720186105,351.3511096816165,2528.736192516064,HIGH,CR01,2939.933199611584,1.1626096895012143,3277.5490332382437,SYNTHETIC
BLST_2024_0078,2024,2024-01-27 06:58:56.014967259,45,4035,0.41292896155268954,82.1463171286378,60.3354068501407,2.4975457976323483,331.90384993571155,3091.7704734196614,MEDIUM,CR01,2718.330640178962,0.8792148911275243,3016.8669530032957,SYNTHETIC
BLST_2024_0079,2024,2024-01-27 15:10:36.482694106,216,3915,0.40972170588937606,227.55156803838025,51.98958382822327,3.169233127582791,331.1115424319382,2003.1874805313282,LOW,CR02,2800.840698426084,1.3981919943325452,3161.6554469448192,SYNTHETIC
BLST_2024_0080,2024,2024-01-27 23:22:16.950420954,102,4020,0.5546052251047899,80.39255916845872,71.25364192964018,4.592111415972261,340.60269501560856,2200.760435480122,MEDIUM,CR01,2225.8245884218286,1.0113888602037862,2678.7571047097053,SYNTHETIC
BLST_2024_0081,2024,2024-01-28 07:33:57.418147801,59,4275,0.3302411710965843,86.99898355503709,59.48037752384616,4.494811567083336,362.7751876335195,2384.6722620552414,HIGH,CR01,2559.018349163969,1.0731111314048944,2913.012694196869,SYNTHETIC
BLST_2024_0082,2024,2024-01-28 15:45:37.885874649,38,4290,0.26786496580753616,192.34334733613431,50.953949254162374,2.36714801137083,385.05295109101877,2325.9217992131908,HIGH,CR01,2700.947906058513,1.1612376250019179,3280.578083640071,SYNTHETIC
BLST_2024_0083,2024,2024-01-28 23:57:18.353601496,101,3855,0.5055912031299443,148.12190762686754,52.44166326030238,6.361688905298,340.7239911729713,2447.381880824598,HIGH,CR01,2904.3532722308464,1.1867184663687553,3311.9381697377094,SYNTHETIC
BLST_2024_0084,2024,2024-01-29 08:08:58.821328344,231,4005,0.4443558903112893,171.1602788566097,59.228109893655294,3.2129625018272185,338.46603022144996,2997.7106044921165,HIGH,CR02,3065.6774983630085,1.0226729337278397,3472.959571587688,SYNTHETIC
BLST_2024_0085,2024,2024-01-29 16:20:39.289055191,97,4050,0.42424788010902087,201.21556858928338,66.78288623113822,3.8723950138787084,361.4672494034589,2333.1550093181663,HIGH,CR01,2822.4882535002653,1.2097302760544402,3478.594447873105,SYNTHETIC
BLST_2024_0086,2024,2024-01-30 00:32:19.756782039,57,3990,0.47783329395705043,159.5654904181632,80.43972087070362,0.9013218026372072,322.479133368537,2190.678889778398,HIGH,CR01,2409.9256610401335,1.1000816560951632,2766.527768062732,SYNTHETIC
BLST_2024_0087,2024,2024-01-30 08:44:00.224508886,232,4095,0.5252872167148881,132.5192662015157,38.988053996896014,4.135843535027332,366.8634862004534,2553.0269653580754,HIGH,CR01,2911.14679834732,1.1402726402221985,3255.0343860506155,SYNTHETIC
BLST_2024_0088,2024,2024-01-30 16:55:40.692235734,98,3675,0.6993927005727989,232.3703276598671,83.01844848116345,1.2027723280037592,331.6954855769335,2501.1680089696465,HIGH,CR02,2681.042003083996,1.0719159982333408,3242.9778640821874,SYNTHETIC
BLST_2024_0089,2024,2024-01-31 01:07:21.159962581,115,4020,0.45753995431460626,178.2818601945604,60.99873993094813,4.635607382444297,346.64251861147375,2504.835827408253,HIGH,CR02,2775.8812131034433,1.1082088425634027,3164.8510119819684,SYNTHETIC
BLST_2024_0090,2024,2024-01-31 09:19:01.627689429,372,4095,0.43448697104676,128.92550180141527,68.22059049248789,4.371180860352863,378.61838037648704,2311.5566998338654,HIGH,CR02,2524.418216944482,1.092085786658798,3217.428066737531,SYNTHETIC
BLST_2024_0091,2024,2024-01-31 17:30:42.095416277,82,4005,0.3031360569684708,160.29893825010095,53.58513466711461,2.1322516084433634,362.65736647114574,2524.3727125680684,HIGH,CR02,2447.862447037464,0.9696913751484938,2703.8037269800125,SYNTHETIC
BLST_2024_0092,2024,2024-02-01 01:42:22.563143124,85,3735,0.3822488454308233,157.71276559161532,65.43915146243457,0.9877430990495486,328.5276854172487,3192.311661166264,HIGH,CR01,2898.249474658954,0.9078842488706511,3190.0111542510176,SYNTHETIC
BLST_2024_0093,2024,2024-02-01 09:54:03.030869972,72,3720,0.5393798745935456,120.08599489005479,63.15331052869188,3.566696230282976,365.04767465425357,2324.3786065143645,MEDIUM,CR02,2456.979134567732,1.057047732104287,2974.6420883495807,SYNTHETIC
BLST_2024_0094,2024,2024-02-01 18:05:43.498596819,17,3690,0.44059848259148443,141.03741355772965,47.371740821710446,3.7059401958917957,336.7365249872647,2383.178389834829,HIGH,CR02,2551.088721236252,1.070456467764908,3022.3183300607225,SYNTHETIC
BLST_2024_0095,2024,2024-02-02 02:17:23.966323667,69,3870,0.5521222289219133,188.95900548328478,50.71416547267315,1.512199247585321,339.25806020867776,2187.6239917792263,HIGH,CR02,2565.3730237169298,1.1726754841587173,3030.224355513385,SYNTHETIC
BLST_2024_0096,2024,2024-02-02 10:29:04.434050514,300,4170,0.22649645021013337,134.6304315810076,82.54301162988307,3.198656333602532,357.14729944311347,2778.428341727116,HIGH,CR01,3177.190631442368,1.143520811289801,3554.686594663279,SYNTHETIC
BLST_2024_0097,2024,2024-02-02 18:40:44.901777362,133,4170,0.38555442351172836,124.67622933105811,60.91576219242002,1.6724570855123213,336.4750660527277,2933.1040063102473,HIGH,CR01,2978.4480630386934,1.015459409768932,3273.2391109720766,SYNTHETIC
BLST_2024_0098,2024,2024-02-03 02:52:25.369504209,50,4050,0.3744780580582979,191.52638178116862,73.3164030866234,4.4676627032370595,295.20933755421044,2236.631077164055,HIGH,CR02,2421.510808652428,1.0826599135530173,2748.3094875628385,SYNTHETIC
BLST_2024_0099,2024,2024-02-03 11:04:05.837231057,95,3765,0.43678987871868746,208.13671771050974,58.317833384957225,2.8479162907232314,354.5432559677493,3239.917323243218,HIGH,CR02,3310.2808629246483,1.0217176960586745,4138.368166189774,SYNTHETIC
BLST_2024_0100,2024,2024-02-03 19:15:46.304957904,185,3660,0.34818823884813144,142.62811230421232,25.29076245495404,0.6461965496170259,360.6244645718516,2867.041994839098,HIGH,CR01,3177.3822223679686,1.1082440466820882,3507.36805554336,SYNTHETIC
BLST_2024_0101,2024,2024-02-04 03:27:26.772684752,105,4005,0.2900050665915655,167.78629195818024,48.428449485001636,3.2339920940995293,378.19812434550056,2538.477991242836,HIGH,CR02,2625.2408343231964,1.0341790802912896,3259.717476486821,SYNTHETIC
BLST_2024_0102,2024,2024-02-04 11:39:07.240411599,135,4035,0.371574149108482,130.47076800467568,59.54861108176161,3.581598433296857,347.4991116828023,2537.0875904505774,HIGH,CR02,2578.932512198089,1.0164932901430022,3282.243330487989,SYNTHETIC
BLST_2024_0103,2024,2024-02-04 19:50:47.708138447,286,3705,0.4710534670789247,165.89008094446615,40.822267068611495,2.6635128897585627,381.72007661919736,2467.838621060771,HIGH,CR01,2925.2029819266536,1.1853299307996445,3737.368273733063,SYNTHETIC
BLST_2024_0104,2024,2024-02-05 04:02:28.175865294,145,4215,0.683102467155807,134.61335947760682,48.035996155430304,1.7479365803731592,366.38895145235796,3553.893538473758,LOW,CR01,3629.7761762421833,1.0213519726876832,4711.33204726904,SYNTHETIC
BLST_2024_0105,2024,2024-02-05 12:14:08.643592142,132,4170,0.5560327204779694,143.8548754508013,51.98722200874327,0.8315807883096786,344.5920688839328,1899.9102102492373,HIGH,CR01,2247.4354317310726,1.1829166555382877,2595.182961318491,SYNTHETIC
BLST_2024_0106,2024,2024-02-05 20:25:49.111318989,137,4125,0.48786393238380354,131.1980529369737,49.7974992372823,4.46862712428964,309.10543473990356,2964.643888253032,HIGH,CR02,2975.489023457472,1.0036581578136288,3375.0027100882994,SYNTHETIC
